id,lat,long,city
325059286,47.6759,-122.151,
2597650240,47.5162,-122.057,
3353400435,47.2639,-122.252,
7972000240,47.2929,-122.371,
7520000520,47.4957,-122.352,
7520000520,47.4957,-122.352,
3530210260,47.7721,-122.093,
1959700550,47.644,-122.319,Seattle
1665400045,47.472,-122.344,
9542850320,47.592,-122.166,Bellevue
3179100060,47.669,-122.275,Seattle
2946001550,47.42,-122.323,
8078490390,47.1913,-122.012,
9550201550,47.6666,-122.331,Seattle
191100045,47.5639,-122.217,
5009600070,47.3483,-122.052,
200350070,47.7648,-122.164,
2877103726,47.6794,-122.357,Seattle
405100295,47.7535,-122.354,
4268200055,47.4945,-122.22,Seattle
3126069068,47.6945,-122.093,
1115300070,47.5222,-122.157,
6414100671,47.7222,-122.32,Seattle
7004200060,47.3796,-122.49,
7852110140,47.5374,-121.875,
3969300030,47.4897,-122.24,Seattle
3969300030,47.4897,-122.24,Seattle
4048400070,47.4716,-122.078,
808000070,47.3581,-122.173,
7374200030,47.7713,-122.307,
7325600160,47.675,-121.854,
2757000030,47.5603,-122.222,
616000140,47.4147,-122.337,
3363900111,47.68,-122.353,Seattle
9262800171,47.3117,-122.27,
6607000126,47.543,-122.28,Seattle
5416510830,47.3607,-122.034,
2201500030,47.5759,-122.137,Bellevue
325059171,47.6891,-122.159,
952003285,47.565,-122.381,Seattle
3211290370,47.6359,-121.974,
1072010350,47.4769,-122.141,
8856950070,47.3845,-122.029,
925059078,47.6743,-122.184,
7855801090,47.5651,-122.164,Bellevue
723099065,47.4853,-121.709,
6116500075,47.4508,-122.359,
1118500030,47.6375,-122.016,
424069250,47.5944,-122.042,
3291800710,47.4888,-122.182,
6838700060,47.5112,-122.19,
2231500030,47.7711,-122.341,
2231500030,47.7711,-122.341,
7683900200,47.2813,-122.345,
8155830060,47.5038,-122.189,
98020310,47.5823,-121.97,
9423400140,47.7164,-122.304,Seattle
1545804860,47.3624,-122.045,
2883200160,47.6831,-122.329,Seattle
7132300695,47.592,-122.307,Seattle
1726059053,47.7461,-122.195,
624111000,47.7268,-122.06,
808300310,47.7237,-121.959,
8563040160,47.6283,-122.095,
713500030,47.5543,-122.148,Bellevue
8651600160,47.5483,-122.226,
9517200030,47.7591,-122.146,
2460700700,47.4612,-122.169,
1223039290,47.4987,-122.365,
2890100060,47.772,-122.358,
7972600860,47.5287,-122.35,Seattle
8857320070,47.6109,-122.114,Bellevue
4047200695,47.7736,-121.901,
1653500070,47.6294,-122.218,
1923000030,47.5634,-122.213,
3649100320,47.7405,-122.241,
7375300160,47.5976,-122.118,Bellevue
5175800060,47.5722,-122.129,Bellevue
1604601375,47.5644,-122.289,Seattle
2473251090,47.4556,-122.157,
9126100861,47.6055,-122.305,Seattle
3420069065,47.1775,-122.022,
6021501685,47.6879,-122.385,Seattle
1151100070,47.4807,-121.779,
8856950240,47.3845,-122.032,
9385200055,47.5815,-122.402,Seattle
7821200390,47.6609,-122.344,Seattle
8078520310,47.3163,-122.188,
1565950030,47.4309,-122.191,
1560930070,47.401,-122.026,
6700400140,47.404,-122.191,
2422029094,47.3889,-122.482,
1774220160,47.7718,-122.095,
1525200060,47.7067,-122.2,
1678400105,47.504,-122.227,Seattle
3426059070,47.7015,-122.164,
824079032,47.5753,-121.95,
2697100140,47.7448,-122.333,
8724300030,47.7318,-121.982,
8678500060,47.5954,-121.95,
625049299,47.6885,-122.337,Seattle
6073200075,47.5724,-122.179,Bellevue
6388900710,47.5272,-122.169,
1442860160,47.4334,-122.161,
7942600310,47.6073,-122.308,Seattle
1545808560,47.3592,-122.046,
936000060,47.4546,-122.337,
9808650060,47.6408,-122.219,
3754700160,47.7245,-122.2,
305500140,47.4362,-122.178,
5468750060,47.3739,-122.156,
2944010240,47.7205,-122.127,
3454000060,47.6636,-122.33,Seattle
646910160,47.4324,-122.197,
8564950390,47.7734,-122.224,
2268400350,47.559,-122.164,Bellevue
7504101040,47.633,-122.041,
11500890,47.6954,-122.103,
9528102772,47.6776,-122.318,Seattle
284000223,47.504,-122.382,Seattle
3353401710,47.2613,-122.255,
8159610030,47.3417,-122.271,
3179100435,47.6694,-122.275,Seattle
822079033,47.4056,-121.955,
8857600960,47.3838,-122.289,
1774000200,47.7487,-122.082,
2024069128,47.5534,-122.078,
1049010390,47.7355,-122.18,
7905370390,47.7206,-122.211,
4140090240,47.7691,-122.262,
4055700030,47.7183,-122.258,
3775300030,47.7736,-122.214,
2525300030,47.362,-122.029,
1324059104,47.5698,-122.121,Bellevue
2287000030,47.5505,-122.221,
7702010030,47.7605,-122.234,
1529200340,47.7356,-122.157,
2122039094,47.3844,-122.438,
1742800030,47.4904,-122.226,
1796360350,47.3663,-122.089,
6154500070,47.5637,-122.123,Bellevue
1843100340,47.3759,-122.125,
8944290160,47.3912,-122.167,
4166600473,47.3305,-122.371,
7282300125,47.7617,-122.357,
8658300340,47.6499,-121.909,
2419600075,47.7311,-122.353,Seattle
2621760350,47.3701,-122.107,
1723049270,47.4857,-122.318,
4123840310,47.3724,-122.042,
2172000075,47.4855,-122.266,
8651611170,47.6336,-122.064,
8820902200,47.717,-122.281,Seattle
8651610890,47.6332,-122.066,
1853080570,47.5906,-122.062,
3629920030,47.5461,-121.998,
1604602050,47.5674,-122.29,Seattle
6844700810,47.6943,-122.29,Seattle
66000070,47.5486,-122.38,Seattle
6665800030,47.6658,-122.188,
2205700350,47.5772,-122.153,Bellevue
5466000030,47.3875,-122.161,
6189200125,47.6344,-122.174,Bellevue
9169600135,47.5275,-122.391,Seattle
2625069070,47.6179,-122.005,
8732131090,47.3078,-122.378,
9286000240,47.5521,-122.137,Bellevue
1895000260,47.5158,-122.264,Seattle
8691370400,47.5985,-121.977,
5423010350,47.5645,-122.082,
8562501040,47.6734,-122.154,
2475200140,47.4734,-122.186,
7942100310,47.3811,-122.087,
3760000030,47.7081,-122.215,
1727500340,47.7193,-122.216,
9828702519,47.6192,-122.301,Seattle
4432600075,47.5836,-122.387,Seattle
7806300030,47.3841,-122.284,
9274202270,47.5872,-122.39,Seattle
7852030960,47.5322,-121.88,
7852170140,47.5416,-121.864,
7518503335,47.6799,-122.381,Seattle
5467900070,47.3672,-122.151,
1245002952,47.684,-122.205,
8906200070,47.4404,-122.191,
5379805885,47.4467,-122.281,
2769600560,47.6729,-122.363,Seattle
9238901420,47.5346,-122.385,Seattle
5113400431,47.6454,-122.373,Seattle
3885805665,47.6821,-122.196,
8121200810,47.7206,-122.11,
5126310400,47.4877,-122.139,
7322910030,47.6554,-122.018,
2827100070,47.7343,-122.347,Seattle
9276201895,47.5789,-122.393,Seattle
4402700070,47.7439,-122.339,
1922059046,47.3818,-122.225,
925059288,47.6734,-122.173,
4386700135,47.6415,-122.285,Seattle
1923069078,47.4711,-122.084,
1432400335,47.452,-122.177,
1180003090,47.4973,-122.221,
726049331,47.7546,-122.341,
3340401555,47.4667,-122.215,
7453000070,47.5186,-122.374,Seattle
4348800030,47.6221,-122.193,Bellevue
7202331420,47.683,-122.039,
3225079035,47.6033,-121.943,
6381500700,47.7315,-122.305,Seattle
339500160,47.6917,-122.084,
1545807610,47.3608,-122.056,
1843200240,47.2852,-122.19,
4403600270,47.5931,-122.071,
2008200060,47.4097,-122.316,
1521069070,47.3105,-122.021,
2459500310,47.4296,-122.161,
6204420070,47.7373,-122.197,
5694500105,47.6582,-122.345,Seattle
5466410030,47.3577,-122.16,
9485740340,47.449,-122.205,
622049114,47.4169,-122.348,
2270000070,47.5025,-122.186,
1310900260,47.3644,-122.28,
224069094,47.5896,-122.009,
7800800160,47.3914,-122.169,
2944000240,47.7197,-122.131,
4139400710,47.5623,-122.116,Bellevue
7899800860,47.5213,-122.357,Seattle
2473420140,47.4518,-122.16,
5000500055,47.4949,-122.3,
4099500935,47.5885,-122.248,
1373800295,47.6452,-122.411,Seattle
4025300135,47.749,-122.305,
3294700310,47.4727,-122.198,
8718500075,47.7403,-122.256,
4309710240,47.5146,-122.117,
5486800070,47.5666,-122.231,
236400320,47.4339,-122.291,
4376700570,47.6368,-122.097,
8648100200,47.3628,-122.075,
3624079046,47.52,-121.845,
1921069084,47.2953,-122.083,
6431500140,47.6935,-122.352,Seattle
2725069050,47.6239,-122.023,
5307100060,47.5846,-122.168,Bellevue
7203102050,47.6969,-122.026,
561000075,47.505,-122.259,Seattle
2436701180,47.667,-122.289,Seattle
809002765,47.6376,-122.353,Seattle
4045500710,47.6929,-121.87,
5104510270,47.3572,-122.015,
98020350,47.5816,-121.97,
1714900060,47.5502,-122.311,Seattle
1189000030,47.6136,-122.299,Seattle
2473360060,47.4478,-122.161,
222069082,47.4219,-122.007,
8669160310,47.3521,-122.212,
1526069135,47.7466,-122.029,
1088650310,47.7727,-122.229,
8945200860,47.3062,-122.371,
7853240200,47.5422,-121.86,
7511800070,47.3366,-122.306,
2998800125,47.573,-122.409,Seattle
3876300310,47.7258,-122.177,
5419800510,47.4025,-122.176,
192460060,47.476000000000006,-121.755,
7942601895,47.6045,-122.307,Seattle
7504010570,47.6366,-122.058,
1442740140,47.3725,-122.06,
6909200575,47.5897,-122.292,Seattle
2525069041,47.6277,-121.972,
3620069036,47.1803,-121.974,
2781280390,47.4489,-122.188,
9542830350,47.3665,-122.017,
1123049053,47.4964,-122.251,Seattle
8018600765,47.492,-122.317,
3278600240,47.5496,-122.373,Seattle
7846200070,47.5008,-121.776,
662310400,47.2846,-122.341,
8651100140,47.5494,-122.216,
8682250350,47.7123,-122.027,
3211230260,47.3131,-122.115,
4233400340,47.3122,-121.996,
7199350340,47.6947,-122.125,
3904901710,47.5665,-122.018,
240000058,47.425,-122.283,
6865200444,47.6634,-122.34,Seattle
9498200046,47.7047,-122.373,Seattle
1796380960,47.3666,-122.084,
5631500868,47.7466,-122.242,
3126049411,47.6972,-122.35,Seattle
2321300390,47.6372,-122.395,Seattle
3905040800,47.5694,-122.001,
4379400260,47.6214,-122.024,
5115000160,47.3961,-122.188,
2826049234,47.7162,-122.309,Seattle
6600700030,47.6844,-122.113,
3904930240,47.5737,-122.018,
9407110700,47.4474,-121.771,
1682500160,47.3128,-122.184,
8078570390,47.4022,-122.171,
3010300240,47.5671,-122.391,Seattle
9500900135,47.2876,-122.212,
461001615,47.682,-122.372,Seattle
6411600069,47.7125,-122.331,Seattle
7812800565,47.496,-122.239,Seattle
7548300731,47.5876,-122.309,Seattle
8925100390,47.6821,-122.273,Seattle
7010700292,47.6581,-122.396,Seattle
9485951170,47.3496,-122.094,
5437820310,47.1951,-122.001,
582000135,47.6539,-122.396,Seattle
3204800370,47.5375,-122.178,
8832900550,47.7605,-122.267,
9550204515,47.6663,-122.326,Seattle
7199330390,47.6978,-122.13,
6131600060,47.3221,-122.215,
5379805460,47.4488,-122.275,
7212652180,47.2681,-122.31,
6379500640,47.5821,-122.39,Seattle
4315700060,47.5395,-122.39,Seattle
3329500060,47.33600000000001,-122.269,
4140090320,47.7679,-122.261,
9385200045,47.5818,-122.402,Seattle
7852180340,47.5317,-121.853,
1545804340,47.3647,-122.05,
2490200320,47.5338,-122.384,Seattle
2218000335,47.6681,-122.305,Seattle
922049078,47.4152,-122.3,
2586800270,47.5044,-122.35,Seattle
4338800370,47.4793,-122.346,
7214700350,47.7627,-122.076,
3226200105,47.5193,-122.274,Seattle
2324039036,47.555,-122.379,Seattle
7849202231,47.526,-121.826,
5196410260,47.655,-122.124,
3760500116,47.7022,-122.224,
2985800030,47.6718,-122.267,Seattle
259900160,47.6327,-122.109,
708000030,47.6245,-122.198,Bellevue
192460310,47.4761,-121.758,
9412200260,47.5221,-122.045,
1062100116,47.7522,-122.278,
6798100662,47.7145,-122.311,Seattle
1775920350,47.7404,-122.11,
2525500260,47.4834,-122.159,
6145600041,47.7049,-122.353,Seattle
3300701615,47.6915,-122.381,Seattle
5151600340,47.33600000000001,-122.319,
7613700521,47.6597,-122.274,Seattle
2710600045,47.6759,-122.286,Seattle
5101405124,47.6988,-122.319,Seattle
6067910030,47.5427,-122.181,Bellevue
1959701890,47.6462,-122.318,Seattle
1402200340,47.4406,-122.146,
3558900070,47.705,-122.202,
7846700310,47.4965,-121.785,
3348401740,47.5024,-122.271,
3013300288,47.5304,-122.387,Seattle
7852070060,47.544,-121.872,
5029450160,47.291,-122.368,
3526069070,47.6932,-122.006,
5104540240,47.3558,-122.004,
3438500486,47.5536,-122.359,Seattle
5102400105,47.6942,-122.321,Seattle
2346200030,47.5462,-122.182,Bellevue
1321710030,47.2918,-122.346,
7853290030,47.5441,-121.882,
1566100400,47.6982,-122.298,Seattle
1775800800,47.7415,-122.101,
9133600075,47.4862,-122.224,
5450900060,47.5553,-122.22,
1402600700,47.4406,-122.141,
8024200350,47.6997,-122.316,Seattle
3121500340,47.6726,-122.03,
7697870860,47.3702,-122.185,
7527200030,47.5896,-122.083,
2013200390,47.3923,-122.311,
766500030,47.3664,-122.1,
6664000030,47.5894,-122.195,Bellevue
9349900105,47.5708,-122.359,Seattle
1895000045,47.5156,-122.262,Seattle
6205500030,47.589,-122.177,Bellevue
7011200260,47.6385,-122.37,Seattle
41000454,47.4672,-122.291,
7203600550,47.3444,-122.327,
9477200560,47.731,-122.191,
4022907770,47.7646,-122.271,
5231000060,47.5015,-122.124,
6055000310,47.2413,-121.972,
3216900060,47.4206,-122.183,
7967200060,47.3575,-122.28,
8077210350,47.6285,-122.025,
7203000640,47.3437,-122.316,
2988000070,47.7573,-122.22,
3832200070,47.3745,-122.275,
3670500710,47.7359,-122.309,
8820903380,47.7142,-122.286,Seattle
8820903380,47.7142,-122.286,Seattle
4233400400,47.3131,-121.998,
3793500550,47.3668,-122.031,
6431000270,47.6893,-122.349,Seattle
2225059214,47.635,-122.164,Bellevue
7694800270,47.6664,-122.131,
2171400197,47.4938,-122.255,Seattle
2473400340,47.4525,-122.162,
3530490070,47.3825,-122.319,
1932300075,47.5326,-122.376,Seattle
2525000510,47.4818,-122.161,
1853000510,47.7287,-122.077,
1742800060,47.4908,-122.225,
2723089104,47.4429,-121.759,
2619950350,47.7336,-121.965,
4021100045,47.7591,-122.28,
731500200,47.3591,-122.201,
2591820310,47.4388,-122.162,
3626039299,47.7004,-122.368,Seattle
9346980140,47.5633,-122.131,Bellevue
6613000140,47.6585,-122.273,Seattle
8159610060,47.3415,-122.272,
7830800339,47.3818,-122.2,
1588600045,47.695,-122.366,Seattle
826069046,47.7479,-122.062,
1771000890,47.7422,-122.073,
3300701170,47.6921,-122.38,Seattle
7340500270,47.7533,-122.198,
9277200111,47.5793,-122.402,Seattle
293720140,47.7767,-122.239,
579003610,47.6988,-122.387,Seattle
1138020200,47.7121,-122.214,
3432500200,47.7447,-122.313,
1563102435,47.5671,-122.405,Seattle
3959400710,47.5646,-122.317,Seattle
8682300890,47.717,-122.02,
4385700765,47.6374,-122.279,Seattle
5149300200,47.3272,-122.355,
9323600060,47.5511,-122.157,Bellevue
9273200140,47.5912,-122.384,Seattle
9542300320,47.5987,-122.178,Bellevue
770000045,47.5132,-122.262,Seattle
6979900390,47.6333,-121.97,
6379500159,47.5818,-122.387,Seattle
826079094,47.7576,-121.934,
8856940060,47.3608,-122.043,
2972300060,47.4987,-122.166,
3575200070,47.6216,-122.056,
8146100270,47.6051,-122.195,Bellevue
8648200030,47.363,-122.08,
208500160,47.6777,-122.287,Seattle
1196003428,47.3384,-122.336,
5104450990,47.4598,-122.15,
3343901234,47.5089,-122.189,
226039214,47.7751,-122.38,
1623300160,47.6797,-122.362,Seattle
2205500575,47.5771,-122.144,Bellevue
4040800810,47.6188,-122.114,Bellevue
2612000390,47.4802,-122.279,
3814400125,47.6101,-122.295,Seattle
7300400060,47.3314,-122.172,
1954700695,47.6196,-122.286,Seattle
7230200340,47.475,-122.11,
3191000240,47.7146,-122.217,
1139000069,47.7073,-122.356,Seattle
5693500270,47.6583,-122.351,Seattle
686500030,47.6261,-122.125,Bellevue
8731901940,47.3109,-122.376,
2688100071,47.6949,-122.371,Seattle
2423069155,47.4691,-121.993,
2329500260,47.3289,-122.327,
2608300030,47.5293,-122.363,Seattle
1494300060,47.6792,-122.115,
7504101230,47.6337,-122.044,
8081020370,47.5506,-122.134,Bellevue
1446800511,47.492,-122.333,
1623049062,47.4781,-122.294,
6145601000,47.7041,-122.355,Seattle
205000520,47.6304,-121.994,
3885805935,47.6815,-122.198,
7852020640,47.5341,-121.867,
6838800140,47.7354,-122.078,
4083305445,47.6518,-122.335,Seattle
7855801610,47.5619,-122.162,Bellevue
7940700260,47.7148,-122.205,
8854100350,47.746,-122.218,
4365200860,47.5222,-122.375,Seattle
3904980030,47.5756,-122.01,
7843500070,47.3405,-122.058,
6067900060,47.5433,-122.185,Bellevue
7202340960,47.6799,-122.034,
